 	Label	Strain	Time	Well	Site	Area	X	Y	W	H
164	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	58	18877.431	5736.707	20480	20440
165	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	76	19940.842	5782.5	20480	20440
166	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	48	18348.479	5798.208	20480	20440
167	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	38	19944.842	5807.658	20480	20440
168	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	243	18582.702	5846.665	20480	20440
169	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	232	18471.22	5917.69	20480	20440
170	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	152	398.099	7264.849	20480	20440
171	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	83	11032.608	7278.693	20480	20440
172	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	123	436.199	7374.37	20480	20440
173	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	73	18274.541	7381.322	20480	20440
174	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	74	10988.932	7387.405	20480	20440
175	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	159	18228.764	7526.23	20480	20440
176	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	156	1012.962	7596.224	20480	20440
177	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	13	18346.731	7687.423	20480	20440
178	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	11	18336.5	7689.136	20480	20440
179	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	91	12613.302	7715.324	20480	20440
180	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	65	12641.485	7723.531	20480	20440
181	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	127	3481.02	9043.311	20480	20440
182	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	57	19751.219	9284.886	20480	20440
183	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	77	2808.513	9443.175	20480	20440
184	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	60	2873.5	9543.3	20480	20440
185	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	145	7599.41	9668.438	20480	20440
186	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	30	19557.333	9696.9	20480	20440
187	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	23	19545.37	9697.63	20480	20440
188	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	117	18568.671	9748.603	20480	20440
189	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	65	18579.1	9845.792	20480	20440
190	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	59	4160.229	10890.975	20480	20440
191	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	89	4420.152	11250.972	20480	20440
192	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	108	4483.222	11263.778	20480	20440
193	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	142	13098.761	11358.859	20480	20440
194	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	108	4534.824	11372.037	20480	20440
195	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	95	4572.553	11429.542	20480	20440
196	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	95	4216.753	11478.721	20480	20440
197	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	122	13021.951	11488.918	20480	20440
198	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	77	4733.916	11522.89	20480	20440
199	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	54	4766.981	11542.704	20480	20440
200	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	81	4397.599	11553.389	20480	20440
201	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	100	13094.29	11580.37	20480	20440
202	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	77	4651.357	11591.968	20480	20440
203	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	98	7328.704	11597.235	20480	20440
204	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	95	7579.553	11635.437	20480	20440
205	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	70	1380.7	11649.814	20480	20440
206	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	75	1485.167	11675.393	20480	20440
207	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	120	1568.475	11715.033	20480	20440
208	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	80	4796.65	11719.15	20480	20440
209	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	100	4893	11724.29	20480	20440
210	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	78	7290.333	11729.949	20480	20440
211	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	121	1799.483	11733.674	20480	20440
212	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	111	1632.581	11737.572	20480	20440
213	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	78	7266.5	11740.564	20480	20440
214	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	52	13328.923	11743.635	20480	20440
215	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	100	4910.53	11750.83	20480	20440
216	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	44	13315.614	11753.727	20480	20440
217	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	87	1341.879	11800.144	20480	20440
218	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	99	7143.035	11915.652	20480	20440
219	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	199	7114.269	11975.43	20480	20440
220	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	67	7138.679	11976.709	20480	20440
221	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	72	7141.014	12000.694	20480	20440
222	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	77	1829.006	12034.019	20480	20440
223	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	70	7300.029	12034.343	20480	20440
224	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	75	7392.153	12094.607	20480	20440
225	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	120	1576.092	12118.542	20480	20440
226	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	73	7560.788	12136.13	20480	20440
227	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	76	7488.289	12138.158	20480	20440
